well_id,region,production_barrels,operational_cost,downtime_hours
1560,South,3015,42068,16
1041,East,4915,69057,33
1677,North,1917,38946,46
1593,East,2816,171619,5
1428,North,4432,105237,4
1802,North,1787,25769,45
1157,West,3344,175955,40
1215,North,1618,81340,39
1669,South,1052,99199,28
1461,West,1160,124222,34
1133,West,1215,186234,17
1066,East,4085,53434,39
1847,North,4261,42102,47
1006,North,3029,41536,29
1947,South,4470,124639,14
1525,East,3907,70775,14
1072,East,1958,51147,15
1398,West,3767,70526,32
1404,West,1354,174731,9
1674,West,4037,124663,18
1577,South,2397,132180,36
1858,South,772,144233,2
1129,West,4587,43088,35
1930,East,1772,88464,3
1465,South,4874,125921,10
1205,East,4519,79998,40
1787,East,1315,60382,32
1977,North,4871,48184,27
1767,West,1422,171171,31
1265,North,1764,57739,15
1536,West,4224,147937,8
1961,West,3287,159461,10
1792,East,3222,37352,5
1252,West,4723,146788,26
1821,East,3050,137843,11
1288,East,3449,172220,21
1163,West,2173,51828,39
1094,East,3592,88040,47
1781,East,3338,114279,36
1832,East,2166,114430,20
1109,South,2695,191783,32
1335,East,1884,135957,16
1821,South,4903,37748,28
1237,South,4454,108636,39
1380,East,3399,184763,9
1435,East,560,135158,17
1898,South,4447,30246,46
1482,South,2790,79395,12
1936,East,972,183558,26
1901,East,1458,181412,9
1024,West,1032,70300,31
1652,South,993,154158,40
1116,South,581,34860,44
1481,West,3470,37013,2
1391,South,511,158479,21
1916,North,1261,53542,26
1993,South,3685,44935,2
1963,West,525,69079,32
1536,North,2306,54111,1
1078,East,4657,76550,10
1579,West,4824,96955,45
1172,West,4159,60565,9
1955,East,2025,39283,38
1011,West,1260,86470,32
1799,South,1094,106916,6
1127,East,1555,99552,14
1607,West,2354,58233,25
1091,East,3583,42695,10
1652,East,4416,146440,37
1542,East,4175,193806,26
1845,North,2548,101257,38
1531,West,1958,21505,6
1657,North,1719,156435,0
1988,West,4728,199780,9
1827,South,4681,63614,20
1446,South,1999,21010,14
1389,South,2330,150560,29
1671,West,3895,170933,29
1860,East,1703,175197,7
1042,East,4770,160441,23
1253,North,3310,89393,18
1129,North,3592,177743,2
1059,South,3544,84512,14
1662,North,4014,118026,35
1466,West,2298,95656,5
1286,West,3075,117686,41
1516,North,644,195210,47
1466,North,4426,35489,17
1929,North,1877,79789,37
1777,North,3646,89925,18
1344,South,2325,69703,29
1641,South,1293,96625,12
1381,North,2101,127535,38
1778,West,4914,23051,11
1689,South,1610,189162,33
1252,West,4553,48805,11
1926,East,4437,114978,43
1055,West,4463,64557,23
1462,North,1282,153627,3
1456,East,1616,70241,35
1982,South,2250,147838,47
1082,South,3076,85994,13
1904,East,4527,134005,16
1098,West,3836,36066,2
1148,South,4887,155793,37
1328,North,1987,97982,22
1155,East,4375,26304,12
1189,North,4131,62967,8
1493,East,4692,98763,20
1882,South,4458,60462,40
1262,West,3897,140356,7
1079,East,573,91834,16
1399,East,1859,131023,15
1763,North,1591,137771,15
1608,South,2441,95842,27
1259,North,3648,22589,15
1771,South,4803,145023,45
1614,North,1744,188150,45
1551,East,1785,74918,13
1784,North,3536,164673,45
1100,West,1270,27711,43
1358,South,2343,79430,37
1379,South,573,122605,19
1819,East,2160,23970,44
1220,South,4849,89535,47
1819,West,1319,106570,40
1419,North,4318,141315,33
1123,East,831,187248,28
1421,West,1921,132111,2
1230,South,4155,61730,9
1689,South,2191,164457,19
1062,West,4908,143252,1
1484,North,727,157022,26
1627,North,3381,174470,31
1702,East,3365,176349,9
1573,South,3075,177833,39
1767,West,964,83944,16
1482,North,777,182605,32
1518,East,4614,127437,5
1154,South,565,146794,38
1091,South,4762,92123,46
1981,East,902,42880,17
1525,East,4483,192825,8
1454,North,3978,107829,7
1740,West,3944,152633,24
1597,South,4919,73205,30
1644,West,3539,126948,41
1509,South,1937,79810,3
1182,South,928,133089,19
1385,West,3182,84482,27
1573,East,3277,89192,39
1730,North,3878,107154,0
1404,South,892,106066,39
1245,East,841,179402,43
1741,South,632,167211,22
1590,North,764,148514,46
1660,South,4688,52977,12
1649,North,2185,24983,15
1470,North,1934,190981,25
1825,South,2160,69029,30
1887,South,4317,172401,0
1422,North,2854,142668,16
1900,East,765,187806,15
1064,West,1636,62837,36
1012,North,1890,137512,9
1212,South,1612,86786,37
1985,South,2734,24758,43
1241,East,3366,122667,30
1492,West,3568,128119,9
1212,North,2679,120157,33
1692,North,1134,102673,5
1337,West,4131,117639,27
1996,North,1899,172904,27
1172,West,3239,152940,12
1671,South,3670,134869,40
1163,West,2365,192934,11
1464,North,2455,39728,39
1994,West,2718,123542,1
1496,East,1889,113565,7
1699,South,3630,190929,41
1394,South,4776,179255,8
1702,West,4614,170012,7
1916,North,1749,145019,2
1307,East,3666,156352,8
1767,South,1745,122548,12
1182,South,553,153236,8
1628,North,3410,141289,30
1793,North,2896,149068,24
1509,East,942,99624,43
1707,West,4111,169477,44
1545,North,4877,22821,7
1563,West,2907,75090,46
1623,East,1322,173588,30
1763,West,4202,161545,44
1593,South,3439,66454,44
1743,West,1531,193602,30
1226,East,2516,124273,16
1744,East,1062,124472,46
1732,East,3038,175870,18
1435,West,840,151935,2
1924,South,4275,36148,45
1421,North,2796,106545,29
1553,South,734,74459,9
1020,West,1616,104224,28
1553,West,2408,86189,39
1396,North,1917,159201,17
1624,West,1791,111954,11
1104,East,3988,43118,22
1191,East,4154,151515,10
1016,East,1028,178113,8
1119,East,3824,109379,23
1392,East,2480,41053,24
1424,West,3439,116384,24
1128,North,1829,188276,46
1129,North,1733,137545,8
1571,East,2253,193312,11
1559,West,3300,146675,10
1028,South,3433,113749,37
1096,South,3259,159363,27
1009,West,3275,36285,7
1241,East,3987,81589,9
1825,North,4350,33944,24
1955,West,3027,121041,46
1231,South,1390,108876,35
1788,South,2565,115561,42
1283,South,1688,74391,8
1714,East,4797,21607,40
1758,South,1240,22953,7
1801,West,1869,64941,2
1775,West,1889,81683,17
1954,South,2500,129588,45
1725,West,1971,142080,34
1199,South,2036,31154,16
1944,South,818,145542,35
1078,North,2764,160119,27
1912,East,2394,108529,14
1955,East,4211,34323,18
1854,North,3322,57693,21
1855,North,1775,109170,5
1172,East,3583,177364,46
1466,South,900,65111,6
1580,South,1223,59491,43
1415,East,2829,69336,47
1939,South,1635,36905,8
1448,North,3270,50273,19
1086,South,767,145191,36
1100,South,1069,135936,10
1007,West,3056,177306,1
1844,West,2473,86538,21
1199,West,1045,124570,47
1504,South,3322,183645,35
1086,East,4960,113339,4
1042,North,770,141132,6
1384,South,1238,148993,5
1620,East,1757,31330,21
1434,South,558,92553,9
1407,North,4681,192425,45
1482,South,889,167083,39
1663,North,1218,103537,45
1016,South,4744,80985,45
1644,North,620,37044,19
1147,South,3152,189364,27
1276,North,2803,142304,22
1231,West,3411,156322,34
1825,South,1299,43289,0
1926,South,3880,53087,28
1365,East,2606,95952,8
1227,East,1609,56368,8
1650,North,1750,140648,21
1435,South,3140,90815,1
1398,North,2149,110693,15
1210,West,1845,78900,39
1390,East,3456,35494,5
1498,North,2946,136486,12
1539,North,3864,196238,32
1562,East,984,176405,18
1490,South,1302,53050,14
1441,North,2215,117799,32
1260,East,2415,151016,9
1772,South,3983,108257,0
1349,West,2257,68070,11
1351,East,2309,25166,42
1519,North,3507,158193,28
1319,West,3725,165749,16
1137,South,3995,107409,3
1549,South,2820,57664,28
1622,East,2170,149926,6
1991,East,1651,21293,43
1367,East,2723,173515,12
1219,South,3167,69212,4
1336,West,710,95276,5
1222,South,2994,32559,33
1647,North,4762,85231,6
1767,South,3007,128277,45
1359,North,3463,190116,27
1920,West,3928,41747,45
1328,East,3875,181201,9
1961,East,4455,20037,3
1462,South,4205,124294,2
1945,East,3905,117847,24
1962,West,4538,123742,22
1560,East,1552,68503,26
1803,South,1213,48207,13
1381,West,3388,53241,37
1835,North,1187,151130,31
1589,South,829,116171,22
1616,North,2246,165906,46
1168,West,1707,137302,39
1216,South,2642,178262,36
1377,South,1284,92832,2
1118,West,3196,41383,34
1189,East,4320,144291,12
1766,South,4218,175732,33
1369,South,3193,22674,23
1777,North,1125,134100,0
1148,East,4734,129369,11
1675,North,4208,42820,7
1651,North,1261,176738,18
1858,East,4479,63794,8
1487,East,4029,153148,27
1769,West,2055,148544,13
1373,East,4133,57555,26
1780,South,1175,52406,17
1692,East,4687,60262,41
1159,West,536,111320,40
1350,West,4336,174288,5
1911,West,2287,50284,32
1287,East,3227,171243,36
1287,East,4380,110627,41
1891,North,2394,165405,24
1225,North,636,181607,12
1522,South,3576,109023,22
1521,North,4383,184772,35
1782,South,1161,61516,32
1272,West,2310,35577,20
1935,North,914,35015,33
1401,East,842,111104,35
1182,North,3229,134412,16
1968,South,3950,111740,9
1664,North,4165,172308,22
1487,West,4237,86640,43
1826,East,4397,103190,1
1845,South,4741,149516,34
1123,East,4918,196776,13
1984,East,2669,193441,46
1625,South,2378,154718,44
1789,East,4470,107007,40
1413,East,3117,176978,1
1979,North,2015,67728,18
1724,East,1074,34878,15
1171,East,4942,148925,42
1287,East,3367,29145,43
1434,East,4044,108578,24
1685,South,4977,38226,0
1112,West,571,22802,1
1887,North,3068,44119,47
1916,East,3937,83560,26
1994,East,3480,77353,1
1121,South,1617,143001,29
1543,West,2886,91641,9
1221,East,4008,71712,18
1630,South,1859,150085,41
1038,North,2015,88285,15
1496,North,539,135278,12
1779,East,1882,194021,47
1232,East,2530,185201,7
1942,West,3121,44512,30
1529,West,2400,122077,44
1148,East,2717,22064,24
1396,South,1783,115614,38
1660,West,1083,137639,20
1637,East,958,50011,37
1903,West,2765,91152,40
1301,East,3166,30960,28
1359,North,1315,141789,5
1237,East,3011,78920,17
1646,North,746,41387,43
1662,West,916,166396,34
1235,East,4963,83960,26
1735,West,4217,142994,4
1202,North,607,52628,6
1255,East,3131,141269,9
1597,West,1338,67452,9
1661,North,1921,61098,27
1234,West,4412,190307,35
1344,South,755,106861,9
1533,North,3327,47949,34
1859,North,1337,173893,34
1796,North,3462,173104,36
1780,East,2782,93537,47
1465,East,1052,166375,19
1769,East,680,136003,12
1540,South,4752,163375,10
1212,South,1977,70701,44
1462,North,1070,70511,18
1435,South,2227,100664,27
1282,West,1091,169352,37
1561,North,2760,59427,44
1606,North,3447,117180,3
1462,West,847,123550,36
1406,North,665,158039,18
1087,South,4943,157733,36
1043,East,3396,97952,13
1460,West,4993,86046,30
1277,South,1082,126918,27
1682,West,4006,55200,35
1420,West,4903,87442,43
1700,North,3538,111070,37
1352,North,3345,78168,18
1695,South,3266,68322,41
1514,West,4694,188768,0
1702,North,1765,90246,22
1629,North,4753,189964,27
1018,West,3467,35583,47
1022,South,2774,102720,3
1412,South,2970,175925,40
1029,West,2790,157181,17
1806,South,3077,79757,46
1107,North,4160,26659,38
1366,West,1568,21238,24
1280,North,3236,141270,17
1127,East,2450,139211,5
1228,East,591,35064,18
1110,South,3593,182187,11
1135,East,2719,183024,24
1361,North,1887,156692,34
1185,East,4774,119790,0
1655,North,2785,122985,4
1583,South,3706,64258,0
1128,South,3424,155542,7
1875,North,779,173075,38
1260,East,2118,178643,46
1514,South,3287,44668,42
1448,West,870,97259,17
1899,South,3683,132192,45
1103,East,4334,116576,8
1482,West,2203,125481,4
1223,East,2768,131505,3
1831,North,803,183118,43
1873,West,4274,25397,28
1865,East,1848,119925,0
1490,West,2922,103481,29
1472,East,4128,173305,44
1009,West,2928,80308,0
1404,East,3533,21130,2
1895,North,1168,144293,21
1301,West,999,34071,7
1230,West,1914,105517,17
1730,West,1029,130240,24
1922,West,4121,22118,47
1065,North,3956,151735,19
1936,West,1254,82408,30
1111,South,2847,71786,29
1012,North,1226,101271,15
1392,South,3149,39158,1
1499,West,2546,51087,16
1931,East,3315,108114,9
1597,South,1374,39874,6
1233,West,3779,103443,41
1601,South,3484,60821,8
1313,West,2678,135675,16
1565,West,4307,80582,8
1011,West,1107,142603,8
1208,East,1134,173859,36
1973,South,3227,172777,23
1013,North,1574,89381,38
1632,North,2414,131800,10
1417,North,1088,150805,7
1436,North,3731,195725,24
1376,West,2804,102018,45
1019,South,4338,120592,1
1586,South,2473,111626,9
1911,East,2555,106217,23
1754,South,3980,183324,47
1734,South,2579,92799,15
1069,South,3552,82185,18
1823,East,4982,61538,30
1210,North,1751,40343,10
1100,South,4295,192304,5
1697,East,4322,140026,5
1131,East,4802,73106,31
1622,West,3889,134322,38
1380,East,2280,101227,47
1131,North,3104,176100,12
1019,South,4188,62135,2
1905,East,2224,182138,40
1535,North,3284,139599,34
1226,East,4219,103470,37
1153,East,2177,40910,16
1804,East,948,158213,2
1741,East,581,65950,33
1468,East,1906,36225,11
1821,North,1980,52959,23
1999,South,1579,69192,5
1870,South,4098,99711,41
1404,South,4683,161123,10
1201,South,4180,23449,47
1037,North,3203,192167,26
1941,West,4810,124213,47
1771,West,4256,180262,23
1187,North,2258,120245,17
1056,North,3099,117069,26
1940,East,3050,177213,40
1019,East,4353,43908,20
1272,East,3246,124847,33
1118,South,2792,140910,32
1582,East,2001,183394,47
1515,West,4904,34012,17
1220,South,730,185961,2
1525,East,4750,37412,23
1514,South,1698,130030,0
1727,West,614,44657,5
1740,East,1913,25656,18
1335,West,4906,160039,21
1697,West,1492,166836,42
1054,West,2847,35873,7
1499,East,1541,114485,4
1899,North,511,129383,8
1887,East,4176,21607,46
1765,West,3565,170595,20
1535,East,2536,68447,27
1161,West,3546,69757,45
1669,North,2850,89201,3
1593,South,1040,148765,23
1914,North,3360,25462,7
1158,North,576,136832,16
1187,South,3567,182867,33
1059,East,523,68465,19
1914,South,1175,110027,15
1816,East,2894,70528,9
1318,East,4767,56230,33
1877,West,3898,68242,42
1210,West,3259,134688,9
1405,South,988,21783,29
1663,North,1985,48390,29
1108,South,4159,159489,24
1075,East,3735,92102,45
1541,West,2919,37426,42
1313,South,3995,50750,40
1997,South,1256,78188,6
1116,West,3024,30872,46
1926,West,4750,114231,19
1867,West,756,149860,16
1703,East,2279,199158,2
1018,West,2615,86770,46
1431,North,3848,144158,45
1684,South,1972,103514,39
1739,West,758,112663,35
1349,West,4575,185792,25
1182,East,806,169151,9
1112,East,1618,168410,33
1182,South,3517,154363,13
1480,North,4841,132808,7
1145,South,3280,130091,26
1830,West,2158,119272,9
1627,North,686,69393,14
1112,North,2297,113558,36
1762,North,1424,89770,21
1475,North,1284,46720,44
1762,South,3944,33368,30
1302,East,3696,67969,1
1970,East,1860,68838,44
1824,West,840,28734,30
1117,East,1062,127187,13
1812,East,3499,119329,9
1160,East,1693,163269,29
1400,East,3610,88895,35
1197,West,568,140424,46
1259,South,2928,121255,39
1659,North,4098,78073,14
1751,East,2872,35624,13
1046,South,1343,44315,30
1986,East,1073,37422,28
1398,East,4714,190209,26
1709,North,3096,92663,20
1558,North,1978,121216,8
1077,North,2573,199304,19
1123,East,2013,52743,34
1074,East,1468,166708,14
1870,East,2696,30108,23
1136,North,2011,56180,15
1601,West,1154,38883,35
1399,South,3492,64400,10
1836,West,792,197071,7
1504,East,3101,67951,2
1499,East,4912,158232,18
1572,West,4993,75262,45
1137,East,2088,171001,40
1049,South,1095,103133,2
1770,East,3093,162195,35
1972,South,2623,135106,24
1618,West,2443,179429,35
1624,West,1415,90496,10
1861,East,4369,184628,15
1253,South,3294,81934,16
1629,East,3578,98886,41
1709,North,1475,50881,23
1848,North,1575,38409,16
1876,North,3489,118171,47
1562,North,3967,181729,19
1756,East,1951,68951,21
1914,North,4323,28752,5
1425,South,4432,137339,6
1546,West,2528,164512,13
1301,West,862,64864,10
1921,North,2929,92035,11
1580,North,4132,106675,45
1348,North,2818,42343,4
1831,East,3585,39673,4
1932,West,2845,115024,19
1979,North,4098,46520,14
1048,South,4829,35784,25
1916,North,2231,137446,32
1073,West,526,58079,29
1703,North,592,64220,23
1260,West,3164,171563,22
1355,North,808,132878,8
1581,South,551,136583,2
1601,North,818,68720,35
1259,South,2492,34718,47
1637,South,4776,186669,6
1742,North,4391,81217,21
1294,South,4456,120668,13
1930,East,3192,177904,47
1640,North,3518,163936,28
1791,North,2524,108378,15
1312,South,4931,28177,47
1611,South,2025,197187,33
1837,North,1778,142318,9
1808,East,1013,131145,6
1181,South,4837,162916,24
1685,South,2233,33418,26
1827,West,3870,185926,14
1363,East,4421,108075,31
1187,East,3000,195022,27
1568,North,3964,85227,8
1542,East,2759,163907,6
1595,North,3159,37533,15
1663,West,755,121457,25
1984,East,2002,127504,34
1547,South,2610,161295,16
1724,West,906,144202,22
1925,North,3349,30273,7
1407,West,3676,53519,1
1875,North,2360,175232,30
1617,West,4854,147024,31
1413,North,1222,144540,28
1341,East,1782,161420,2
1219,South,1113,103460,7
1902,North,3831,124471,1
1162,West,3616,124668,30
1950,North,2478,87519,36
1219,North,1312,110426,19
1269,North,2286,34629,28
1631,West,830,69056,16
1905,South,2712,31273,9
1847,East,1716,140484,40
1399,South,4982,117275,21
1181,North,3837,191488,5
1990,West,2875,158966,42
1617,South,1740,66073,33
1728,North,819,65693,30
1204,East,4994,44343,11
1581,East,2414,63095,11
1555,East,4700,182246,15
1840,North,829,142388,24
1812,West,1159,134441,21
1227,South,4188,120782,26
1695,East,3618,193998,23
1618,North,2472,92590,11
1595,North,2293,189899,17
1849,South,3718,128263,44
1249,East,3033,195847,46
1874,North,2957,192273,15
1440,South,3600,49373,3
1532,West,4866,47525,11
1195,West,3233,147716,32
1689,West,4980,124513,21
1928,East,4655,149401,17
1986,South,719,116643,47
1518,South,3318,181558,32
1069,North,2406,169712,26
1638,North,3111,117694,41
1398,North,3093,56136,18
1977,South,595,76539,47
1671,North,1488,176014,13
1759,South,1612,88363,24
1202,South,2778,101526,33
1147,West,745,55255,23
1471,North,2658,138209,37
1654,West,4829,106437,22
1943,East,3849,167349,4
1198,East,3225,152715,43
1916,East,4577,135900,35
1425,South,3166,43729,23
1665,South,3699,41818,35
1491,South,3254,85555,4
1887,North,1917,118979,38
1895,West,1154,73629,5
1141,South,2942,135296,44
1312,West,610,75438,35
1164,West,589,29457,44
1313,West,1262,53922,3
1020,North,3672,160892,9
1081,North,2679,183822,0
1580,East,3004,128122,20
1130,East,1964,122020,39
1598,West,597,188862,38
1729,East,792,108405,36
1932,West,2339,136130,2
1983,North,2234,185493,46
1304,North,3119,88038,30
1914,North,2696,82325,26
1370,South,3966,45600,16
1856,West,2406,180466,22
1852,North,2221,187243,12
1383,West,4191,81526,46
1907,East,2316,33149,26
1444,East,752,181466,19
1424,North,4727,165468,45
1160,West,4019,174396,12
1177,North,2407,198270,43
1628,East,2410,132168,23
1707,North,3021,129813,40
1894,West,4349,111779,2
1489,East,1558,182088,42
1326,South,4038,154266,9
1597,East,2822,52398,0
1288,South,686,24789,12
1592,North,1448,84967,13
1663,North,2790,118837,32
1572,West,4859,176049,1
1572,South,709,121967,1
1353,North,2593,151201,38
1027,South,4038,79683,40
1953,North,2063,65331,30
1042,East,525,54626,3
1680,North,674,199575,33
1422,West,1834,178621,18
1597,East,821,32342,36
1176,West,4650,56417,8
1528,East,4547,72664,23
1609,South,3727,28833,12
1965,West,2372,80658,43
1493,North,2567,180545,29
1197,South,832,151809,18
1609,North,3491,114965,40
1576,East,1410,197719,9
1841,East,4996,84054,41
1852,North,1449,21299,43
1516,North,2575,85875,13
1513,South,3014,183992,39
1021,North,3831,193453,47
1111,West,3529,134286,19
1056,West,600,118730,3
1065,North,2900,76298,37
1841,West,3871,175581,43
1097,North,2843,141035,38
1143,South,852,193167,4
1879,West,3455,129825,41
1434,West,1518,135637,31
1636,North,1679,92618,5
1678,West,4036,45532,13
1085,East,4150,128197,5
1587,South,3002,150860,13
1343,South,4319,80285,11
1935,West,1479,38866,26
1293,West,1476,158665,25
1955,East,1871,29495,11
1570,East,2780,27837,7
1649,West,607,169752,9
1610,West,1472,50346,15
1703,East,2126,128621,25
1242,North,1203,43412,7
1830,East,1374,138833,40
1560,North,4309,181876,44
1959,South,2911,85206,28
1031,South,2607,30934,19
1390,East,4053,50723,16
1276,North,1773,147968,18
1531,East,1059,171477,16
1153,East,616,169820,38
1382,North,3546,197485,0
1067,East,543,173426,28
1877,South,1008,141988,13
1883,West,3939,168460,16
1213,West,4428,56523,12
1654,East,1416,121150,28
1375,North,3445,140950,33
1743,North,1298,186804,26
1212,South,2260,61646,45
1078,North,2833,172093,32
1725,North,3775,72776,28
1627,South,1318,39116,36
1603,East,2668,132858,38
1781,West,4235,96620,18
1922,South,3565,195843,45
1380,East,3759,179828,23
1679,South,1406,102604,13
1057,East,4608,114452,46
1795,South,1102,153991,36
1025,East,4795,43550,4
1880,South,3133,187596,23
1446,East,2291,90227,33
1065,South,4027,43212,30
1920,West,2311,60118,29
1759,West,4411,48602,8
1253,North,1340,37540,26
1898,East,3642,186901,27
1967,South,2590,91455,41
1043,East,1536,42277,25
1096,West,1224,139133,17
1553,East,1487,168748,35
1226,South,1302,193916,7
1773,East,3082,29752,17
1678,South,4337,191742,19
1435,West,1026,182550,31
1790,West,2165,177511,28
1600,West,1638,185819,47
1378,North,959,145332,17
1177,West,3052,180882,6
1426,East,4920,38302,0
1914,North,3308,86236,27
1708,West,3398,84467,32
1306,East,3743,122350,3
1778,East,4568,185913,19
1503,East,2831,195785,35
1267,South,4185,23048,30
1585,North,1131,184362,37
1007,East,2956,78906,27
1919,South,1481,96637,2
1507,West,4817,49778,5
1475,East,2056,178497,44
1296,South,2705,140918,22
1163,East,4943,110036,6
1484,North,4455,163746,35
1596,North,1421,184125,0
1071,West,904,31957,5
1566,East,2120,92644,23
1904,South,3452,133294,36
1558,West,3618,37829,44
1910,East,2094,25837,35
1943,West,1065,166104,23
1237,South,3368,119770,37
1103,West,1357,46352,44
1209,West,1784,50215,28
1553,West,1084,61247,36
1827,East,4827,149692,44
1467,South,1745,194120,31
1453,North,551,86714,24
1267,East,2663,55319,9
1385,North,1037,139058,34
1774,North,1040,36025,24
1847,East,1314,29780,26
1386,East,1915,42706,44
1876,South,3338,193988,31
1258,South,2152,95503,11
1282,West,3165,181928,3
1625,North,4562,123166,41
1874,South,2856,29179,25
1039,West,4310,189695,2
1485,South,1363,168659,16
1928,East,685,174805,8
1219,South,4856,119423,28
1128,North,2051,143076,0
1519,South,2707,155047,17
1612,North,1261,95138,40
1927,East,4819,196535,19
1891,North,1779,193226,40
1687,South,4775,106706,33
1618,West,4194,136905,27
1612,East,3781,48830,47
1259,South,2036,130076,34
1989,East,3664,197817,15
1965,East,3270,50609,20
1365,South,2463,37401,12
1757,South,4345,178801,34
1786,West,3935,123480,41
1543,East,1061,138278,31
1648,East,2921,196239,37
1523,South,2635,77391,5
1906,North,2561,146543,37
1813,South,2680,148886,37
1886,East,2460,114583,12
1015,South,4379,157719,45
1128,West,3779,172178,38
1574,North,4384,26015,12
1108,South,3770,41506,46
1886,West,1082,44067,11
1532,East,2113,150819,32
1669,South,1601,22056,27
1268,East,788,49328,2
1161,West,4359,97712,17
1259,East,3560,72832,25
1923,West,3426,62771,39
1101,West,4602,117421,1
1505,West,1683,197587,3
1734,South,4835,84538,27
1570,East,1946,60151,27
1246,East,2249,152701,24
1639,North,2403,103463,25
1794,North,3675,116853,44
1836,North,1577,109432,46
1536,North,2877,48155,1
1130,East,1347,169360,41
1352,West,3376,70588,33
1195,West,1739,187157,29
1792,South,1832,31251,20
1915,West,4006,122420,43
1929,East,2879,176646,36
1665,East,4622,29623,43
1381,East,3737,74715,22
1644,South,2865,26123,32
1226,North,2912,23061,1
1700,West,3674,126393,26
1475,East,872,122035,47
1476,East,2449,59095,21
1264,North,744,179523,33
1371,East,2340,101897,15
1485,West,3927,101443,19
1433,South,624,138005,25
1645,East,3253,54814,15
1210,West,2419,105141,5
1571,East,2135,188904,44
1939,North,1925,160517,43
1376,East,2040,184562,22
1394,East,1030,49767,41
1449,South,4849,66057,36
1942,North,3603,192115,7
1363,North,2301,106755,5
1875,South,1536,47946,36
1456,East,4228,187659,21
1724,West,4511,23364,5
1727,North,3963,97015,31
1225,North,1642,158470,16
1981,East,2255,153524,37
1130,East,2129,107208,16
1587,North,1262,143208,36
1475,East,4457,184265,22
1797,West,1057,45345,12
1985,North,1339,105895,31
1276,West,502,174125,21
1155,West,1551,149022,6
1759,East,1904,156087,21
1217,West,656,159729,20
1189,East,2437,71116,5
1416,South,1010,173023,13
1980,East,3904,117599,15
1674,West,1637,46521,2
1691,South,4414,74431,8
1545,East,3821,30731,46
1040,West,1214,169816,20
1306,North,2786,83094,29
1942,North,3154,38423,29
1337,East,1490,134612,41
1313,East,4929,168640,41
1074,North,2660,198483,31
1952,West,4957,23934,22
1278,West,2644,96945,2
1175,West,2563,150443,0
1895,East,3103,116946,2
1661,South,2477,116344,36
1272,South,875,159244,6
1836,South,1241,47358,2
1619,South,4985,149774,35
1650,South,3167,39763,2
1861,East,1740,199745,3
1782,East,3970,105997,30
1858,South,2867,87975,1
1930,East,2743,158876,13
1288,East,4049,198666,36
1723,South,917,107189,30
1892,West,1106,107507,1
1271,East,1067,87525,30
1929,West,1043,119248,46
1065,East,1383,44604,42
1482,East,1723,136585,21
1935,South,3393,173207,9
1247,East,2568,188990,29
1155,North,4209,149716,32
1046,North,2286,181919,18
1934,South,1957,194846,45
1453,West,2414,30680,24
1200,West,577,133508,45
1659,West,4113,115619,0
1123,North,1808,75037,31
1000,West,1147,119969,24
1967,West,2687,131115,40
1758,South,1052,78914,16
1854,West,781,177381,13
1639,North,1781,127255,44
1190,North,2346,30349,12
1578,North,2987,185625,37
1515,South,3293,48525,38
1441,South,4211,25948,1
1920,East,4699,34498,31
1814,West,3276,170063,31
1805,South,2096,79790,39
1142,North,979,158732,5
1190,North,3812,46245,24
1532,South,3718,151310,2
1226,South,2463,170992,17
1312,South,2642,66659,37
1628,East,4398,145983,42
1948,North,2572,94874,2
1301,East,1795,62517,47
1653,East,1438,146618,4
1995,West,1261,95885,23
1459,North,2169,66350,33
1400,North,4362,97179,46
1550,South,3185,179346,47
1392,South,4399,65013,38
1866,West,2431,59913,47
1763,East,4439,65819,23
1844,South,1626,102168,35
1206,South,3797,112680,27
1209,North,1703,114792,47
1114,North,4635,174557,33
1736,South,4272,153932,15
1645,North,1019,69875,35
1250,West,2783,165991,6
1218,South,982,93947,17
1406,North,2977,29586,5
1442,West,3593,71986,27
1602,North,842,109848,38
1353,North,1962,43055,33
1887,North,1702,185962,40
1557,South,2121,48807,28
1549,East,2898,67177,3
1141,North,4096,88625,13
1611,West,4035,165314,4
1500,South,3377,76317,24
1839,South,2890,191050,38
1701,West,3851,36433,7
1546,North,3413,53282,14
1658,East,1689,96519,18
1541,North,2840,63578,10
1845,West,4080,150843,19
1506,South,2103,128333,35
1595,East,3797,175205,17
1880,South,1097,70317,13
1280,West,1144,147878,37
1423,North,3402,128745,24
1855,East,1263,149230,15
1269,South,2142,85950,17
1153,South,2797,79612,0
1613,South,2672,84873,39
1726,North,2660,135792,0
1661,East,4249,189451,0
1943,North,3422,144814,20
1082,North,1079,35231,24
1621,North,4304,107385,26
1946,West,2868,61163,9
1898,West,4432,141880,11
1425,West,3860,182748,27
1274,East,1600,107592,31
1712,North,2170,126564,32
1283,North,2720,75535,7
1979,West,716,130952,41
1172,North,875,197182,25
1326,North,2109,198050,41
1717,South,4606,155824,40
1062,North,4339,44507,1
1072,South,3439,144225,34
1762,North,4562,130282,33
1635,East,2113,192567,5
1374,West,4179,90559,30
1632,South,1796,20982,22
1507,West,4496,149128,11
1786,South,1655,167218,27
1942,South,2866,96737,14
1397,South,3391,102446,18
1119,East,2472,108567,11
1933,North,1284,43636,47
1436,South,4992,102850,1
1828,East,1581,178404,10
1675,South,2533,103866,43
1935,North,2114,82726,36
1464,South,2916,100901,37
1285,East,4153,161180,24
1264,North,996,88896,42
1319,East,1004,193625,20
1672,North,3886,60880,41
1375,North,2708,72077,35
