order_id,warehouse_id,processing_time_hours,shipping_time_hours,delivery_time_hours
O37751,W4,17,94,128
O37752,W1,31,87,116
O37753,W1,10,70,197
O37754,W2,40,115,55
O37755,W4,32,57,164
O37756,W4,6,107,103
O37757,W3,45,28,145
O37758,W4,37,26,75
O37759,W4,7,119,64
O37760,W2,32,34,92
O37761,W1,8,88,162
O37762,W1,6,91,152
O37763,W4,9,44,171
O37764,W4,16,106,189
O37765,W4,2,97,81
O37766,W3,37,72,72
O37767,W2,1,81,73
O37768,W4,45,30,172
O37769,W3,12,77,71
O37770,W1,27,115,159
O37771,W1,11,70,229
O37772,W4,27,71,213
O37773,W5,28,92,107
O37774,W1,26,55,107
O37775,W1,26,69,227
O37776,W4,5,95,56
O37777,W3,1,73,109
O37778,W4,44,110,68
O37779,W3,45,105,61
O37780,W1,23,97,193
O37781,W3,42,52,92
O37782,W5,1,27,115
O37783,W5,6,66,167
O37784,W2,40,90,165
O37785,W1,17,78,181
O37786,W3,4,87,104
O37787,W4,13,117,144
O37788,W4,25,107,78
O37789,W4,11,86,140
O37790,W1,20,117,195
O37791,W2,35,55,186
O37792,W1,46,75,87
O37793,W2,20,83,121
O37794,W3,22,96,162
O37795,W1,25,68,233
O37796,W1,32,34,85
O37797,W3,12,79,217
O37798,W2,35,59,225
O37799,W2,3,74,53
O37800,W4,48,42,77
O37801,W5,12,99,87
O37802,W5,36,48,101
O37803,W4,10,71,108
O37804,W3,39,48,192
O37805,W5,28,91,71
O37806,W5,13,65,168
O37807,W1,45,35,104
O37808,W2,46,24,228
O37809,W4,9,53,73
O37810,W3,7,27,180
O37811,W5,10,56,197
O37812,W1,23,85,191
O37813,W4,2,68,63
O37814,W1,43,33,235
O37815,W2,9,79,230
O37816,W2,14,77,80
O37817,W1,32,88,117
O37818,W3,22,73,92
O37819,W4,46,68,62
O37820,W5,34,100,111
O37821,W2,11,60,108
O37822,W1,32,31,196
O37823,W4,27,37,80
O37824,W4,43,32,182
O37825,W1,17,104,139
O37826,W4,32,41,142
O37827,W1,48,92,146
O37828,W3,19,110,164
O37829,W4,44,33,145
O37830,W1,39,38,114
O37831,W2,36,63,98
O37832,W1,37,117,127
O37833,W5,23,78,157
O37834,W2,31,65,119
O37835,W3,22,89,156
O37836,W3,4,85,144
O37837,W1,3,118,179
O37838,W1,18,54,100
O37839,W1,41,39,49
O37840,W1,26,79,213
O37841,W3,45,81,50
O37842,W3,36,78,154
O37843,W1,46,58,74
O37844,W5,45,102,219
O37845,W5,33,43,86
O37846,W2,20,72,128
O37847,W2,28,92,75
O37848,W1,10,69,75
O37849,W4,38,107,130
O37850,W5,4,99,52
O37851,W3,22,119,159
O37852,W2,43,58,216
O37853,W5,5,120,174
O37854,W3,40,69,136
O37855,W3,45,104,166
O37856,W4,15,36,194
O37857,W3,26,106,232
O37858,W1,47,83,207
O37859,W3,8,97,166
O37860,W4,22,95,142
O37861,W3,7,81,132
O37862,W3,15,95,131
O37863,W4,20,114,100
O37864,W5,24,77,220
O37865,W4,33,34,171
O37866,W4,33,30,136
O37867,W2,10,54,74
O37868,W1,38,105,128
O37869,W3,40,103,101
O37870,W4,12,28,150
O37871,W1,43,104,177
O37872,W2,36,90,211
O37873,W2,21,82,175
O37874,W5,32,118,57
O37875,W4,39,65,193
O37876,W5,3,106,104
O37877,W4,47,59,233
O37878,W5,15,63,71
O37879,W2,23,75,104
O37880,W4,11,79,51
O37881,W3,41,39,179
O37882,W5,2,113,147
O37883,W4,11,97,191
O37884,W4,2,104,229
O37885,W4,13,81,158
O37886,W2,6,49,110
O37887,W3,31,29,105
O37888,W5,42,77,96
O37889,W3,6,102,183
O37890,W3,6,42,62
O37891,W4,5,31,227
O37892,W2,33,59,99
O37893,W4,18,117,73
O37894,W4,30,74,210
O37895,W5,4,86,70
O37896,W3,38,43,135
O37897,W4,43,96,190
O37898,W5,40,112,199
O37899,W5,9,112,125
O37900,W1,25,61,122
O37901,W1,22,29,149
O37902,W2,4,55,212
O37903,W5,2,27,235
O37904,W3,14,46,192
O37905,W3,40,91,223
O37906,W2,2,90,83
O37907,W3,27,41,127
O37908,W4,1,101,128
O37909,W2,36,53,118
O37910,W5,1,115,70
O37911,W4,20,36,104
O37912,W2,47,43,201
O37913,W4,13,80,188
O37914,W5,36,116,190
O37915,W1,36,50,49
O37916,W2,16,92,223
O37917,W4,33,109,189
O37918,W3,24,101,162
O37919,W2,4,36,216
O37920,W2,8,35,178
O37921,W1,16,97,173
O37922,W1,18,30,70
O37923,W5,7,51,229
O37924,W1,11,107,208
O37925,W3,12,68,238
O37926,W5,23,81,147
O37927,W5,38,105,67
O37928,W2,6,52,170
O37929,W4,29,56,211
O37930,W5,32,120,187
O37931,W4,5,107,191
O37932,W5,6,53,217
O37933,W2,48,62,175
O37934,W3,1,111,224
O37935,W5,45,84,74
O37936,W3,1,109,137
O37937,W5,23,120,184
O37938,W2,44,90,52
O37939,W1,39,38,114
O37940,W5,34,82,102
O37941,W5,47,112,80
O37942,W2,9,83,62
O37943,W5,37,92,166
O37944,W5,13,25,102
O37945,W3,2,83,104
O37946,W1,40,81,91
O37947,W1,30,58,98
O37948,W5,38,49,124
O37949,W5,20,83,161
O37950,W4,11,99,223
O37951,W2,17,92,149
O37952,W1,47,37,62
O37953,W5,19,105,151
O37954,W4,45,53,159
O37955,W5,27,57,196
O37956,W5,43,111,135
O37957,W2,1,97,219
O37958,W5,20,106,227
O37959,W4,47,77,65
O37960,W5,33,107,208
O37961,W1,26,57,70
O37962,W1,24,85,205
O37963,W5,38,31,233
O37964,W3,36,37,94
O37965,W5,29,93,187
O37966,W2,12,115,148
O37967,W2,38,32,107
O37968,W3,7,80,72
O37969,W5,19,47,92
O37970,W5,29,81,93
O37971,W5,25,95,236
O37972,W2,26,101,174
O37973,W5,16,36,163
O37974,W2,44,58,209
O37975,W4,16,83,61
O37976,W4,19,27,92
O37977,W5,46,108,189
O37978,W5,45,29,115
O37979,W1,43,109,74
O37980,W4,38,117,91
O37981,W4,40,111,202
O37982,W1,45,97,73
O37983,W2,23,84,117
O37984,W2,27,119,97
O37985,W3,43,61,86
O37986,W5,8,36,212
O37987,W3,13,62,174
O37988,W1,19,71,214
O37989,W5,46,82,69
O37990,W3,26,51,208
O37991,W1,2,100,237
O37992,W1,14,49,69
O37993,W4,28,116,130
O37994,W4,18,80,172
O37995,W1,28,110,79
O37996,W2,15,53,167
O37997,W1,32,60,87
O37998,W2,16,89,125
O37999,W5,37,36,211
O38000,W5,14,35,61
O38001,W3,45,103,211
O38002,W1,28,24,223
O38003,W3,31,44,58
O38004,W2,43,73,54
O38005,W3,11,94,124
O38006,W3,46,66,120
O38007,W2,13,41,109
O38008,W1,45,50,237
O38009,W1,20,116,218
O38010,W3,10,40,86
O38011,W2,41,59,213
O38012,W3,13,118,72
O38013,W4,42,72,98
O38014,W4,29,55,208
O38015,W5,30,83,118
O38016,W5,8,98,213
O38017,W4,36,119,201
O38018,W4,43,111,133
O38019,W1,40,59,178
O38020,W4,21,44,177
O38021,W3,44,34,48
O38022,W2,20,111,179
O38023,W2,31,80,168
O38024,W4,15,28,217
O38025,W2,15,90,96
O38026,W3,34,32,180
O38027,W2,9,33,112
O38028,W3,41,120,90
O38029,W3,45,85,236
O38030,W3,43,114,229
O38031,W2,23,76,139
O38032,W2,9,108,220
O38033,W2,14,82,111
O38034,W2,13,70,216
O38035,W4,27,83,159
O38036,W4,37,80,83
O38037,W4,48,93,160
O38038,W1,37,64,97
O38039,W4,23,41,92
O38040,W3,32,24,94
O38041,W2,11,78,62
O38042,W1,36,28,196
O38043,W3,36,102,123
O38044,W5,44,93,84
O38045,W5,40,59,48
O38046,W2,13,87,160
O38047,W1,14,114,99
O38048,W4,34,105,117
O38049,W3,11,82,66
O38050,W4,44,27,190
O38051,W3,39,120,87
O38052,W2,23,84,136
O38053,W1,15,88,227
O38054,W1,10,115,94
O38055,W3,35,101,216
O38056,W3,41,83,164
O38057,W4,16,57,152
O38058,W5,39,44,75
O38059,W5,37,61,153
O38060,W3,33,75,234
O38061,W2,10,36,178
O38062,W1,19,111,116
O38063,W3,2,83,105
O38064,W2,20,35,162
O38065,W4,29,87,127
O38066,W5,33,85,164
O38067,W3,23,63,115
O38068,W1,22,59,189
O38069,W4,9,119,171
O38070,W2,48,39,50
O38071,W1,20,40,204
O38072,W5,42,110,229
O38073,W3,27,77,93
O38074,W2,46,89,198
O38075,W2,40,112,181
O38076,W4,31,27,201
O38077,W4,6,28,175
O38078,W5,16,44,145
O38079,W1,32,102,220
O38080,W3,41,68,124
O38081,W3,33,46,111
O38082,W1,15,88,177
O38083,W5,19,64,49
O38084,W5,22,78,200
O38085,W3,15,37,206
O38086,W2,31,93,218
O38087,W1,17,103,173
O38088,W3,13,52,172
O38089,W3,20,115,138
O38090,W5,10,104,217
O38091,W2,41,64,165
O38092,W4,42,113,150
O38093,W4,33,68,65
O38094,W1,38,25,55
O38095,W4,47,91,138
O38096,W2,33,114,216
O38097,W3,8,120,166
O38098,W5,17,57,99
O38099,W3,25,85,221
O38100,W2,19,68,125
O38101,W5,35,110,126
O38102,W4,38,41,217
O38103,W1,29,85,158
O38104,W1,31,57,191
O38105,W1,25,34,150
O38106,W2,37,107,84
O38107,W5,2,68,162
O38108,W3,13,104,88
O38109,W1,35,71,205
O38110,W5,14,108,194
O38111,W5,11,115,127
O38112,W2,29,38,221
O38113,W2,48,75,80
O38114,W5,44,99,210
O38115,W1,33,38,125
O38116,W5,46,66,82
O38117,W4,46,25,199
O38118,W5,43,100,212
O38119,W3,38,100,222
O38120,W3,36,40,57
O38121,W2,9,110,115
O38122,W4,13,40,134
O38123,W3,42,70,132
O38124,W2,4,99,86
O38125,W2,26,96,175
O38126,W4,6,74,190
O38127,W2,23,112,82
O38128,W2,1,82,237
O38129,W2,7,71,105
O38130,W5,37,94,194
O38131,W3,16,61,206
O38132,W5,21,35,240
O38133,W2,17,30,148
O38134,W1,24,108,71
O38135,W5,6,34,59
O38136,W2,3,34,98
O38137,W1,35,40,156
O38138,W5,13,83,87
O38139,W1,45,74,53
O38140,W3,34,113,86
O38141,W3,5,64,187
O38142,W5,37,35,230
O38143,W2,45,108,65
O38144,W2,4,30,113
O38145,W5,41,51,227
O38146,W3,24,40,124
O38147,W3,45,43,123
O38148,W1,30,111,131
O38149,W2,47,88,218
O38150,W2,44,81,228
O38151,W5,33,112,214
O38152,W2,39,100,51
O38153,W5,22,86,135
O38154,W1,38,34,219
O38155,W5,38,64,234
O38156,W5,21,68,118
O38157,W2,14,95,57
O38158,W4,4,30,79
O38159,W4,33,59,51
O38160,W5,32,73,134
O38161,W2,5,96,94
O38162,W2,27,86,122
O38163,W5,47,33,200
O38164,W4,14,29,123
O38165,W1,15,88,230
O38166,W2,28,81,111
O38167,W5,43,80,62
O38168,W4,48,105,91
O38169,W4,41,36,137
O38170,W5,48,82,80
O38171,W3,33,114,146
O38172,W1,10,49,191
O38173,W1,37,42,146
O38174,W3,39,41,75
O38175,W5,34,100,126
O38176,W4,12,28,153
O38177,W4,7,66,213
O38178,W4,45,47,168
O38179,W3,44,88,195
O38180,W5,36,81,129
O38181,W2,10,89,210
O38182,W2,11,82,216
O38183,W4,23,68,135
O38184,W3,36,76,90
O38185,W3,32,78,51
O38186,W5,3,72,135
O38187,W5,35,118,198
O38188,W3,43,105,78
O38189,W4,35,71,58
O38190,W4,16,98,74
O38191,W1,32,86,167
O38192,W4,40,59,142
O38193,W4,16,45,78
O38194,W4,42,32,133
O38195,W3,14,45,57
O38196,W4,20,108,156
O38197,W2,16,35,121
O38198,W5,4,41,137
O38199,W3,45,82,91
O38200,W3,9,104,102
O38201,W1,10,78,213
O38202,W2,12,39,70
O38203,W3,12,82,100
O38204,W4,26,48,216
O38205,W3,37,63,103
O38206,W5,48,31,125
O38207,W3,27,79,172
O38208,W4,6,105,60
O38209,W3,21,82,65
O38210,W4,47,77,138
O38211,W5,15,70,82
O38212,W1,32,80,182
O38213,W5,3,44,137
O38214,W3,14,70,121
O38215,W5,9,68,182
O38216,W5,36,37,161
O38217,W1,47,93,163
O38218,W2,41,106,127
O38219,W3,44,29,178
O38220,W2,21,119,136
O38221,W1,24,37,60
O38222,W2,9,71,58
O38223,W1,40,113,73
O38224,W3,23,60,112
O38225,W5,24,112,48
O38226,W4,18,92,167
O38227,W5,11,85,96
O38228,W2,38,29,175
O38229,W4,40,113,120
O38230,W5,9,86,62
O38231,W2,13,120,209
O38232,W4,41,107,87
O38233,W5,27,43,159
O38234,W4,2,26,169
O38235,W2,28,108,159
O38236,W4,47,112,170
O38237,W1,2,57,71
O38238,W1,15,95,176
O38239,W1,19,24,66
O38240,W3,22,99,210
O38241,W4,1,31,151
O38242,W2,33,94,219
O38243,W4,28,49,166
O38244,W2,44,103,238
O38245,W2,45,66,217
O38246,W1,22,94,119
O38247,W3,30,28,135
O38248,W2,23,47,141
O38249,W5,45,115,134
O38250,W5,44,69,183
O38251,W1,6,62,172
O38252,W1,45,86,52
O38253,W2,4,87,74
O38254,W2,24,50,230
O38255,W5,14,81,51
O38256,W1,31,84,182
O38257,W4,11,37,61
O38258,W1,31,75,183
O38259,W2,29,88,53
O38260,W2,33,38,159
O38261,W1,38,53,183
O38262,W1,7,29,115
O38263,W4,25,69,149
O38264,W3,17,32,177
O38265,W3,5,27,165
O38266,W2,9,93,78
O38267,W4,18,109,97
O38268,W3,32,46,97
O38269,W3,12,91,54
O38270,W3,23,43,70
O38271,W2,13,56,105
O38272,W2,40,29,48
O38273,W2,14,93,134
O38274,W2,24,115,97
O38275,W4,8,45,127
O38276,W3,3,112,192
O38277,W2,45,89,206
O38278,W1,48,117,219
O38279,W4,1,71,73
O38280,W1,18,29,148
O38281,W1,44,30,134
O38282,W4,44,106,217
O38283,W1,28,113,58
O38284,W3,11,104,156
O38285,W3,10,73,197
O38286,W5,10,46,221
O38287,W4,45,118,79
O38288,W2,4,59,105
O38289,W4,1,70,152
O38290,W1,40,74,144
O38291,W4,8,76,89
O38292,W4,44,95,100
O38293,W5,11,68,80
O38294,W2,19,44,134
O38295,W5,39,95,120
O38296,W4,20,93,159
O38297,W3,41,24,228
O38298,W4,37,91,205
O38299,W1,13,52,109
O38300,W1,19,30,75
O38301,W4,20,78,84
O38302,W3,32,53,209
O38303,W1,42,118,106
O38304,W2,23,50,150
O38305,W2,39,86,183
O38306,W2,20,63,114
O38307,W1,19,38,186
O38308,W1,15,103,111
O38309,W3,22,27,225
O38310,W3,10,111,225
O38311,W5,37,99,126
O38312,W5,37,94,170
O38313,W3,48,63,182
O38314,W5,18,64,66
O38315,W4,42,78,106
O38316,W4,11,82,226
O38317,W5,21,57,236
O38318,W1,6,49,91
O38319,W5,28,51,192
O38320,W3,14,113,133
O38321,W5,35,107,138
O38322,W4,40,103,236
O38323,W1,14,101,62
O38324,W2,24,92,65
O38325,W4,34,37,154
O38326,W4,19,84,114
O38327,W2,44,75,51
O38328,W2,17,54,100
O38329,W5,48,104,57
O38330,W5,10,43,170
O38331,W4,40,61,126
O38332,W5,25,40,113
O38333,W3,14,104,145
O38334,W5,6,104,175
O38335,W3,5,26,235
O38336,W4,39,75,71
O38337,W5,18,102,122
O38338,W1,8,41,100
O38339,W5,6,31,115
O38340,W2,41,96,111
O38341,W5,38,60,59
O38342,W3,20,101,88
O38343,W3,5,87,175
O38344,W4,15,59,212
O38345,W3,47,82,67
O38346,W2,41,57,227
O38347,W4,34,101,135
O38348,W3,20,105,228
O38349,W5,39,65,50
O38350,W1,45,44,228
O38351,W5,44,112,127
O38352,W1,28,52,100
O38353,W2,8,34,217
O38354,W4,10,70,183
O38355,W3,6,36,74
O38356,W4,9,117,215
O38357,W1,37,55,160
O38358,W4,18,102,216
O38359,W4,23,116,78
O38360,W3,44,40,166
O38361,W2,29,38,214
O38362,W2,13,56,112
O38363,W4,22,33,193
O38364,W3,33,62,234
O38365,W5,42,66,160
O38366,W5,22,96,56
O38367,W4,16,56,235
O38368,W1,22,54,156
O38369,W1,44,41,220
O38370,W3,6,31,185
O38371,W3,8,86,109
O38372,W1,19,115,159
O38373,W5,13,75,140
O38374,W4,47,111,68
O38375,W3,21,64,88
O38376,W3,47,37,157
O38377,W1,19,59,174
O38378,W2,19,28,236
O38379,W5,44,70,106
O38380,W2,35,38,165
O38381,W1,36,29,203
O38382,W2,6,109,207
O38383,W3,13,46,230
O38384,W5,46,93,214
O38385,W5,5,38,162
O38386,W2,47,25,72
O38387,W3,12,111,80
O38388,W4,40,60,165
O38389,W2,17,69,181
O38390,W4,25,27,92
O38391,W2,11,80,206
O38392,W4,9,39,86
O38393,W4,42,50,240
O38394,W2,6,100,154
O38395,W1,42,105,128
O38396,W3,21,30,98
O38397,W3,8,65,60
O38398,W3,22,82,180
O38399,W2,28,100,65
O38400,W4,2,27,182
O38401,W3,47,86,143
O38402,W1,28,102,78
O38403,W2,12,106,147
O38404,W2,26,81,59
O38405,W3,23,84,62
O38406,W1,18,67,211
O38407,W4,37,31,63
O38408,W5,40,24,169
O38409,W5,14,76,81
O38410,W2,15,59,83
O38411,W4,35,119,201
O38412,W5,11,30,120
O38413,W5,35,78,178
O38414,W2,8,38,220
O38415,W5,6,61,151
O38416,W1,48,24,135
O38417,W4,9,83,175
O38418,W4,19,36,179
O38419,W5,46,47,107
O38420,W5,6,107,177
O38421,W3,32,79,130
O38422,W1,44,82,128
O38423,W2,20,43,192
O38424,W2,44,46,90
O38425,W5,42,85,98
O38426,W3,16,29,182
O38427,W2,41,65,86
O38428,W2,32,28,214
O38429,W1,39,91,170
O38430,W4,4,33,84
O38431,W5,48,25,76
O38432,W4,7,27,145
O38433,W4,28,42,112
O38434,W4,3,74,196
O38435,W3,37,107,147
O38436,W3,34,105,218
O38437,W4,27,26,193
O38438,W2,25,31,113
O38439,W4,36,88,199
O38440,W5,13,33,64
O38441,W1,4,59,197
O38442,W5,18,76,214
O38443,W5,44,87,221
O38444,W3,10,101,234
O38445,W3,13,101,123
O38446,W4,32,51,237
O38447,W3,37,117,147
O38448,W5,10,34,207
O38449,W3,44,114,49
O38450,W4,2,99,92
O38451,W4,11,63,190
O38452,W5,31,52,51
O38453,W5,4,110,216
O38454,W2,48,120,71
O38455,W4,31,98,205
O38456,W5,42,33,69
O38457,W3,7,112,99
O38458,W5,24,48,74
O38459,W4,36,100,55
O38460,W3,9,83,230
O38461,W3,15,77,213
O38462,W5,41,92,187
O38463,W4,40,73,170
O38464,W2,46,109,224
O38465,W5,39,107,201
O38466,W1,39,55,94
O38467,W3,33,58,87
O38468,W1,32,82,64
O38469,W2,21,97,131
O38470,W3,25,117,178
O38471,W4,42,98,100
O38472,W2,30,24,74
O38473,W5,5,115,217
O38474,W5,18,24,109
O38475,W5,31,101,148
O38476,W5,1,114,111
O38477,W1,11,79,59
O38478,W5,22,92,103
O38479,W4,39,30,139
O38480,W4,12,41,173
O38481,W1,4,100,169
O38482,W3,3,91,222
O38483,W5,6,96,84
O38484,W1,38,40,232
O38485,W1,7,118,172
O38486,W1,22,99,203
O38487,W4,7,33,77
O38488,W4,41,118,93
O38489,W4,46,42,217
O38490,W4,20,105,228
O38491,W3,46,82,99
O38492,W2,27,75,188
O38493,W5,33,82,227
O38494,W5,19,56,159
O38495,W5,35,81,225
O38496,W5,40,76,71
O38497,W5,40,43,219
O38498,W5,20,45,122
O38499,W3,2,42,97
O38500,W3,41,39,216
O38501,W1,36,86,70
O38502,W1,39,105,65
O38503,W1,26,108,233
O38504,W2,3,103,149
O38505,W5,7,31,205
O38506,W4,8,27,91
O38507,W2,19,71,210
O38508,W3,10,32,224
O38509,W1,21,114,78
O38510,W3,2,58,69
O38511,W4,7,83,122
O38512,W5,22,108,111
O38513,W3,10,50,177
O38514,W5,16,54,89
O38515,W4,18,51,178
O38516,W1,19,36,235
O38517,W4,7,53,97
O38518,W4,27,66,120
O38519,W5,39,108,116
O38520,W3,36,44,217
O38521,W1,12,79,127
O38522,W4,13,74,111
O38523,W2,22,100,207
O38524,W5,15,115,198
O38525,W4,4,91,224
O38526,W1,34,60,197
O38527,W3,39,40,177
O38528,W3,17,82,156
O38529,W1,11,40,213
O38530,W2,39,79,205
O38531,W1,31,42,206
O38532,W5,17,101,154
O38533,W2,34,63,94
O38534,W1,31,86,133
O38535,W5,14,54,154
O38536,W5,33,105,149
O38537,W2,1,32,57
O38538,W3,36,75,140
O38539,W4,28,57,61
O38540,W4,20,99,94
O38541,W5,18,90,159
O38542,W5,14,64,74
O38543,W4,45,26,78
O38544,W1,2,47,215
O38545,W2,31,32,116
O38546,W2,44,92,165
O38547,W3,30,32,86
O38548,W3,32,76,120
O38549,W2,48,95,125
O38550,W1,17,77,191
O38551,W5,47,38,156
O38552,W1,30,27,229
O38553,W2,3,35,162
O38554,W2,12,98,226
O38555,W3,27,26,194
O38556,W1,47,63,110
O38557,W5,24,34,194
O38558,W1,45,113,193
O38559,W2,32,43,232
O38560,W2,42,110,91
O38561,W1,34,40,129
O38562,W5,24,67,156
O38563,W3,39,76,205
O38564,W1,6,34,57
O38565,W5,38,41,91
O38566,W4,20,96,176
O38567,W3,25,32,187
O38568,W3,21,76,154
O38569,W3,26,64,138
O38570,W2,16,103,82
O38571,W4,23,69,49
O38572,W5,18,114,111
O38573,W4,43,33,141
O38574,W3,20,55,220
O38575,W1,24,66,141
O38576,W5,44,103,237
O38577,W4,40,82,128
O38578,W4,8,47,157
O38579,W4,20,41,238
O38580,W2,48,82,185
O38581,W5,36,45,236
O38582,W4,34,70,65
O38583,W2,19,97,172
O38584,W2,5,114,192
O38585,W4,45,29,88
O38586,W5,26,79,172
O38587,W3,39,55,196
O38588,W3,31,68,107
O38589,W2,7,34,51
O38590,W2,11,67,231
O38591,W3,26,45,131
O38592,W1,14,31,104
O38593,W4,33,74,239
O38594,W2,1,69,209
O38595,W2,41,38,54
O38596,W4,28,80,124
O38597,W5,8,109,77
O38598,W5,36,34,53
O38599,W5,45,97,163
O38600,W5,16,34,150
O38601,W4,14,56,54
O38602,W1,42,79,149
O38603,W2,9,74,154
O38604,W1,46,115,114
O38605,W3,27,91,214
O38606,W2,22,41,160
O38607,W2,24,105,238
O38608,W5,42,74,97
O38609,W2,17,64,192
O38610,W4,11,68,147
O38611,W2,2,101,213
O38612,W3,37,82,236
O38613,W4,19,108,179
O38614,W2,20,77,215
O38615,W1,47,56,165
O38616,W4,33,36,238
O38617,W2,37,43,76
O38618,W1,6,69,56
O38619,W3,34,51,237
O38620,W4,9,64,64
O38621,W2,32,25,185
O38622,W5,46,52,215
O38623,W3,47,111,167
O38624,W5,23,116,97
O38625,W1,6,116,103
O38626,W3,30,24,49
O38627,W2,6,33,159
O38628,W2,22,71,131
O38629,W1,37,99,106
O38630,W5,29,98,59
O38631,W1,36,85,73
O38632,W2,7,39,98
O38633,W1,10,59,129
O38634,W4,23,91,198
O38635,W2,34,101,201
O38636,W2,41,33,74
O38637,W1,4,85,65
O38638,W5,14,91,208
O38639,W4,17,67,121
O38640,W1,48,102,180
O38641,W2,6,79,146
O38642,W5,1,77,137
O38643,W5,12,57,189
O38644,W1,45,63,79
O38645,W1,32,105,88
O38646,W2,23,56,151
O38647,W3,25,38,51
O38648,W3,16,80,213
O38649,W2,34,89,141
O38650,W3,20,49,56
O38651,W5,9,115,126
O38652,W5,39,85,224
O38653,W5,23,49,138
O38654,W3,24,112,92
O38655,W5,18,108,99
O38656,W1,3,71,82
O38657,W5,26,67,227
O38658,W1,2,62,205
O38659,W2,11,41,120
O38660,W2,23,54,227
O38661,W2,38,96,189
O38662,W3,43,24,131
O38663,W1,14,109,229
O38664,W3,31,112,72
O38665,W2,8,91,208
O38666,W4,15,50,156
O38667,W1,24,94,206
O38668,W5,41,69,232
O38669,W2,34,71,237
O38670,W2,20,83,207
O38671,W5,3,60,98
O38672,W4,17,116,66
O38673,W1,3,79,123
O38674,W1,44,88,97
O38675,W5,23,40,92
O38676,W5,32,73,160
O38677,W2,27,49,99
O38678,W4,3,28,67
O38679,W5,32,32,65
O38680,W5,36,37,213
O38681,W1,14,118,136
O38682,W4,47,24,60
O38683,W2,1,114,238
O38684,W5,13,84,138
O38685,W1,32,76,221
O38686,W5,38,31,67
O38687,W5,6,50,118
O38688,W5,3,36,70
O38689,W2,10,110,220
O38690,W2,11,92,80
O38691,W2,42,88,224
O38692,W4,45,96,108
O38693,W1,33,63,201
O38694,W2,11,100,210
O38695,W2,24,45,226
O38696,W1,3,105,229
O38697,W2,7,120,63
O38698,W3,25,43,232
O38699,W4,2,33,156
O38700,W3,19,41,235
O38701,W2,45,79,82
O38702,W2,35,62,64
O38703,W1,43,72,164
O38704,W5,42,98,216
O38705,W4,1,43,57
O38706,W4,7,39,65
O38707,W2,17,61,50
O38708,W2,18,120,69
O38709,W5,17,34,82
O38710,W3,19,81,204
O38711,W2,29,48,219
O38712,W4,11,78,103
O38713,W2,5,39,225
O38714,W2,26,62,211
O38715,W3,46,97,107
O38716,W5,15,93,84
O38717,W5,31,64,75
O38718,W1,2,63,71
O38719,W5,21,54,213
O38720,W4,46,80,74
O38721,W1,43,115,155
O38722,W4,33,76,207
O38723,W1,47,58,130
O38724,W5,5,120,223
O38725,W3,26,67,210
O38726,W4,27,75,128
O38727,W3,26,78,148
O38728,W4,41,32,134
O38729,W2,27,64,209
O38730,W1,48,115,178
O38731,W5,42,111,197
O38732,W3,28,108,160
O38733,W3,13,83,148
O38734,W3,40,49,164
O38735,W1,30,67,108
O38736,W4,46,57,188
O38737,W1,21,25,61
O38738,W5,4,35,97
O38739,W4,34,105,78
O38740,W1,5,51,99
O38741,W3,35,53,86
O38742,W1,12,107,84
O38743,W1,37,92,151
O38744,W4,38,69,215
O38745,W2,30,45,182
O38746,W1,42,102,82
O38747,W4,44,93,80
O38748,W1,4,53,207
O38749,W2,37,54,222
O38750,W5,14,83,99
O38751,W3,31,93,173
O38752,W4,23,36,211
O38753,W5,15,30,202
O38754,W1,24,36,105
O38755,W3,22,56,130
O38756,W5,31,100,166
O38757,W4,1,102,206
O38758,W5,7,65,105
O38759,W4,10,89,146
O38760,W3,37,66,173
O38761,W1,41,48,134
O38762,W1,15,31,74
O38763,W5,23,114,116
O38764,W2,41,55,105
O38765,W1,41,98,198
O38766,W4,41,49,225
O38767,W5,14,69,75
O38768,W5,39,113,176
O38769,W5,44,103,197
O38770,W3,2,29,70
O38771,W2,5,105,176
O38772,W4,36,56,221
O38773,W3,11,100,177
O38774,W3,5,109,129
O38775,W5,11,57,95
O38776,W2,39,90,175
O38777,W5,19,40,134
O38778,W2,42,107,168
O38779,W3,43,63,225
O38780,W3,47,52,218
O38781,W5,26,67,136
O38782,W3,1,111,74
O38783,W5,8,101,50
O38784,W5,44,86,99
O38785,W4,5,77,104
O38786,W5,22,105,143
O38787,W5,18,77,95
O38788,W3,40,57,156
O38789,W1,26,104,221
O38790,W1,37,91,180
O38791,W5,1,34,95
O38792,W3,46,25,59
O38793,W2,46,91,204
O38794,W3,47,66,71
O38795,W5,41,30,140
O38796,W2,39,51,158
O38797,W2,29,24,98
O38798,W2,4,79,92
O38799,W5,32,38,88
O38800,W3,4,72,226
O38801,W3,10,80,71
O38802,W4,39,102,52
O38803,W2,19,76,101
O38804,W2,25,38,52
O38805,W4,8,45,237
O38806,W2,4,42,197
O38807,W5,36,93,62
O38808,W5,29,86,64
O38809,W2,3,102,176
O38810,W5,32,77,146
O38811,W4,2,99,60
O38812,W1,9,71,153
O38813,W4,37,79,61
O38814,W5,18,78,185
O38815,W3,38,35,54
O38816,W3,6,55,151
O38817,W4,3,108,153
O38818,W3,48,97,117
O38819,W1,10,99,140
O38820,W3,26,52,149
O38821,W4,36,95,215
O38822,W3,19,110,176
O38823,W4,27,86,104
O38824,W5,23,32,174
