hospital_id,department,patients_per_day,avg_wait_time_minutes,treatment_cost
24,Cardiology,207,96,4486
49,Emergency,254,78,1489
36,Emergency,202,18,1587
42,Emergency,142,56,1016
42,Cardiology,177,97,2241
47,Emergency,32,79,810
44,Pediatrics,73,54,1986
41,Emergency,296,95,2316
3,Emergency,62,112,1420
47,Pediatrics,286,21,2663
44,Emergency,128,7,4545
26,Emergency,185,66,4931
47,Emergency,125,99,2726
26,Emergency,70,25,500
1,Cardiology,223,37,850
15,Emergency,62,5,1987
11,Pediatrics,104,74,3785
37,Pediatrics,236,119,1518
7,Cardiology,177,60,2703
12,Emergency,146,8,3871
38,Pediatrics,210,26,2118
3,Cardiology,285,81,2136
42,Emergency,79,62,1745
26,Cardiology,81,48,3587
30,Emergency,145,61,913
32,Cardiology,191,98,4833
36,Cardiology,82,44,3269
45,Pediatrics,279,94,1123
37,Pediatrics,35,60,1609
18,Cardiology,198,67,2138
1,Emergency,120,107,1493
21,Emergency,195,43,2446
28,Emergency,212,11,955
48,Emergency,292,18,1266
16,Emergency,280,94,2854
48,Pediatrics,194,22,1765
28,Cardiology,253,59,4138
22,Pediatrics,235,119,2072
19,Emergency,266,60,3787
48,Cardiology,40,92,1216
1,Emergency,262,61,3468
31,Emergency,299,62,4642
42,Cardiology,263,119,833
34,Emergency,182,29,3883
46,Pediatrics,165,118,3021
40,Pediatrics,86,100,3429
6,Pediatrics,122,74,4717
28,Emergency,144,84,1806
3,Pediatrics,136,7,3598
31,Emergency,270,25,1224
16,Emergency,245,36,4817
17,Pediatrics,207,6,4954
44,Pediatrics,206,115,1958
27,Emergency,95,24,2391
24,Emergency,292,79,2613
20,Emergency,168,119,3615
32,Emergency,214,22,2100
35,Pediatrics,63,58,1897
13,Emergency,189,79,2416
48,Emergency,113,103,2680
43,Emergency,243,40,2114
20,Emergency,297,106,2267
48,Emergency,57,80,3128
2,Cardiology,289,65,2047
4,Cardiology,254,64,1243
27,Cardiology,130,99,4905
25,Pediatrics,187,40,4331
4,Emergency,73,98,3248
32,Pediatrics,146,48,1035
17,Emergency,294,72,3257
1,Cardiology,61,70,100
33,Emergency,60,48,176
30,Pediatrics,69,81,2728
5,Pediatrics,178,94,2295
12,Emergency,201,33,673
38,Pediatrics,200,52,1648
32,Cardiology,185,40,285
38,Emergency,251,96,4717
17,Cardiology,225,12,3942
45,Cardiology,69,9,3592
40,Pediatrics,165,100,2343
32,Emergency,164,98,133
24,Cardiology,35,82,1720
12,Cardiology,104,51,1996
47,Emergency,235,47,2555
31,Pediatrics,71,14,1900
19,Cardiology,55,14,4732
29,Emergency,126,10,2183
21,Emergency,238,20,1505
26,Cardiology,273,64,3788
28,Cardiology,87,30,2752
17,Cardiology,206,25,4638
9,Pediatrics,143,104,1286
21,Pediatrics,49,62,4233
34,Emergency,204,45,2239
11,Emergency,72,110,2778
20,Cardiology,196,34,3894
49,Emergency,152,9,2819
47,Pediatrics,96,14,4702
39,Emergency,79,116,2326
16,Emergency,110,99,2431
29,Cardiology,299,15,4123
1,Cardiology,218,106,4550
18,Pediatrics,137,67,3468
22,Emergency,202,11,4057
8,Emergency,74,63,587
7,Emergency,290,16,378
25,Cardiology,24,68,2691
30,Pediatrics,120,113,749
34,Emergency,72,117,3078
44,Emergency,237,45,454
48,Emergency,259,64,2342
41,Emergency,233,76,4999
11,Pediatrics,123,32,2580
15,Pediatrics,241,84,657
35,Pediatrics,208,67,3586
23,Cardiology,118,7,261
45,Emergency,116,105,798
21,Emergency,92,36,2073
28,Emergency,275,25,3644
13,Emergency,250,59,3877
34,Pediatrics,189,113,2305
38,Cardiology,176,22,591
6,Cardiology,241,57,2092
44,Emergency,118,116,1132
4,Pediatrics,239,114,3383
5,Cardiology,263,79,3610
40,Cardiology,278,65,4874
6,Emergency,213,54,885
21,Cardiology,169,12,1933
28,Emergency,174,16,1091
3,Pediatrics,41,55,4306
23,Emergency,135,70,1883
8,Cardiology,132,45,1284
19,Emergency,230,26,2561
11,Emergency,43,13,1768
10,Emergency,75,82,2413
28,Emergency,285,83,671
20,Emergency,73,15,4400
44,Emergency,127,17,3838
28,Cardiology,221,60,683
29,Emergency,221,32,2320
8,Cardiology,237,93,407
19,Emergency,262,68,4645
48,Pediatrics,197,105,161
21,Emergency,80,68,4670
18,Cardiology,55,74,3888
9,Cardiology,65,59,2233
4,Pediatrics,114,41,2059
41,Emergency,63,37,2132
25,Pediatrics,245,29,3862
34,Emergency,165,118,2886
9,Emergency,288,27,1642
9,Cardiology,32,64,1775
18,Pediatrics,44,60,4721
11,Pediatrics,280,67,133
13,Cardiology,147,12,4061
38,Cardiology,58,21,2899
9,Pediatrics,176,99,1955
16,Cardiology,204,94,3780
4,Emergency,193,61,2785
34,Pediatrics,205,79,1157
7,Pediatrics,93,66,4601
15,Cardiology,35,98,3061
38,Emergency,207,15,4488
11,Pediatrics,191,71,2727
32,Pediatrics,205,44,3920
27,Emergency,51,44,3257
30,Cardiology,82,60,3743
17,Cardiology,208,57,3862
36,Cardiology,45,89,2231
19,Cardiology,58,103,706
7,Emergency,212,32,2455
43,Emergency,182,90,2399
45,Pediatrics,72,46,4016
21,Pediatrics,193,119,4375
28,Emergency,215,50,1433
3,Pediatrics,230,22,4108
14,Emergency,297,27,2573
2,Cardiology,207,30,3657
29,Emergency,233,103,3833
18,Emergency,48,33,2186
37,Pediatrics,190,56,3450
45,Emergency,141,114,475
45,Cardiology,178,79,2052
24,Cardiology,105,110,3810
46,Pediatrics,23,50,2188
12,Pediatrics,21,5,1793
45,Emergency,152,67,3655
32,Pediatrics,98,20,4380
18,Cardiology,166,29,171
13,Pediatrics,185,66,1874
4,Pediatrics,257,106,673
23,Cardiology,295,86,4764
10,Emergency,223,84,4166
5,Emergency,72,87,3807
40,Pediatrics,126,20,252
14,Cardiology,74,73,828
34,Cardiology,265,95,2379
28,Cardiology,183,112,1652
8,Emergency,34,74,3763
16,Cardiology,20,38,3667
31,Cardiology,156,84,4371
7,Emergency,170,57,4444
3,Cardiology,199,27,3206
29,Emergency,251,47,4996
36,Pediatrics,207,48,1099
39,Pediatrics,37,36,1234
4,Pediatrics,244,111,4842
9,Pediatrics,124,27,3245
17,Pediatrics,225,24,2815
49,Emergency,205,23,453
20,Emergency,84,97,1402
14,Emergency,226,76,4182
46,Cardiology,248,33,3831
29,Pediatrics,88,22,4721
13,Cardiology,161,73,609
36,Cardiology,225,16,1637
45,Cardiology,193,14,277
17,Pediatrics,216,115,2476
47,Cardiology,216,41,900
43,Pediatrics,247,85,3343
4,Pediatrics,290,100,3766
20,Pediatrics,218,59,1037
11,Cardiology,34,8,3127
42,Pediatrics,235,99,2120
22,Pediatrics,54,67,2882
45,Emergency,88,94,3640
8,Cardiology,231,16,2074
28,Emergency,65,22,1618
45,Emergency,267,12,2769
41,Cardiology,104,36,1358
30,Emergency,67,88,3210
33,Pediatrics,250,53,1342
33,Emergency,86,108,2853
47,Emergency,108,67,2775
36,Pediatrics,238,81,3772
27,Emergency,71,63,519
20,Pediatrics,41,91,752
33,Cardiology,118,71,2971
25,Emergency,150,103,3345
44,Cardiology,107,43,967
43,Emergency,155,54,4308
19,Pediatrics,58,89,3087
47,Emergency,37,75,273
21,Cardiology,124,30,4832
42,Pediatrics,165,27,1659
33,Pediatrics,243,100,4227
3,Cardiology,136,67,4692
14,Cardiology,20,70,2342
15,Emergency,136,43,4723
33,Emergency,45,70,2588
42,Pediatrics,31,107,1612
22,Cardiology,188,50,2871
1,Cardiology,72,19,1743
31,Emergency,288,20,123
47,Emergency,267,94,2437
35,Pediatrics,147,76,3043
20,Cardiology,95,20,4499
32,Cardiology,288,89,4826
12,Cardiology,165,43,1816
16,Cardiology,67,15,4233
8,Emergency,218,92,844
14,Emergency,90,40,4277
18,Emergency,111,22,149
30,Pediatrics,228,27,3149
33,Cardiology,67,81,2842
34,Emergency,48,53,3989
44,Cardiology,195,112,1722
49,Emergency,38,118,3497
34,Pediatrics,66,46,1887
49,Emergency,79,107,3455
7,Pediatrics,195,112,1113
6,Cardiology,274,48,253
6,Emergency,248,113,3001
22,Emergency,166,5,2414
8,Emergency,258,11,3556
37,Cardiology,207,52,2402
15,Pediatrics,228,116,4366
26,Pediatrics,94,89,4113
39,Emergency,202,20,716
3,Cardiology,106,52,3149
10,Pediatrics,290,82,4743
3,Pediatrics,199,47,2025
30,Pediatrics,264,55,2557
46,Pediatrics,26,111,1711
22,Pediatrics,288,70,4341
3,Emergency,32,35,3209
1,Emergency,245,43,2637
33,Emergency,285,13,4457
19,Pediatrics,261,45,1727
36,Pediatrics,199,67,4540
34,Pediatrics,199,18,2098
31,Emergency,145,62,3026
43,Pediatrics,209,78,1231
24,Emergency,35,116,2092
12,Pediatrics,40,92,613
13,Emergency,35,118,812
16,Cardiology,288,101,3261
16,Pediatrics,52,102,314
20,Pediatrics,201,88,703
41,Emergency,88,68,3869
48,Pediatrics,71,32,4967
27,Emergency,84,8,769
39,Emergency,247,38,1180
13,Cardiology,241,8,4754
4,Cardiology,291,74,1525
32,Pediatrics,37,62,2369
45,Pediatrics,237,90,574
40,Emergency,292,8,1231
34,Emergency,192,54,962
39,Emergency,75,9,911
43,Emergency,28,79,4372
17,Pediatrics,41,49,586
24,Cardiology,91,39,791
29,Pediatrics,191,87,3208
46,Pediatrics,142,79,2722
28,Pediatrics,110,79,367
45,Cardiology,243,31,884
47,Pediatrics,271,6,3973
22,Cardiology,275,58,3071
28,Emergency,32,115,2501
25,Pediatrics,137,76,3441
41,Emergency,197,102,3171
3,Emergency,180,108,2416
13,Emergency,114,88,1301
31,Pediatrics,187,91,376
13,Emergency,106,83,406
41,Pediatrics,22,52,730
18,Emergency,35,81,2685
37,Pediatrics,149,99,1237
43,Pediatrics,42,53,2281
34,Pediatrics,117,114,1813
17,Emergency,177,82,1148
21,Pediatrics,258,5,1683
36,Emergency,29,95,3451
40,Cardiology,41,37,1934
19,Emergency,203,39,1051
12,Emergency,236,58,2132
28,Pediatrics,233,60,1324
11,Emergency,177,19,132
48,Cardiology,229,73,196
37,Pediatrics,152,105,4458
28,Emergency,72,8,3241
35,Emergency,248,114,2877
44,Pediatrics,202,88,3378
15,Pediatrics,42,68,271
16,Emergency,125,107,4953
45,Emergency,110,26,1000
7,Pediatrics,138,28,4466
47,Pediatrics,157,51,841
3,Cardiology,139,79,2714
31,Cardiology,180,114,2022
12,Cardiology,227,10,2797
8,Pediatrics,174,31,490
25,Pediatrics,282,14,1058
44,Pediatrics,174,43,4770
35,Emergency,278,78,443
12,Pediatrics,176,114,3581
21,Emergency,33,94,1669
26,Pediatrics,96,41,555
2,Pediatrics,239,58,543
14,Emergency,251,101,4392
46,Pediatrics,161,55,3015
4,Pediatrics,270,64,2510
17,Pediatrics,159,76,3581
47,Cardiology,161,55,1517
48,Pediatrics,148,66,770
5,Emergency,37,53,2384
24,Emergency,262,55,4656
49,Emergency,183,32,199
7,Pediatrics,115,116,2887
23,Emergency,47,40,507
47,Cardiology,249,108,1077
17,Emergency,44,29,2898
12,Pediatrics,194,40,242
11,Cardiology,180,81,3176
11,Emergency,49,64,819
34,Cardiology,184,11,1559
47,Emergency,227,69,517
37,Pediatrics,121,77,1204
29,Cardiology,125,96,644
48,Emergency,88,40,3388
36,Emergency,27,114,872
27,Cardiology,142,98,1793
42,Cardiology,120,77,1168
22,Cardiology,20,34,3803
2,Cardiology,26,103,4323
47,Emergency,130,51,1673
36,Emergency,205,95,3893
48,Emergency,235,33,2753
30,Pediatrics,142,9,640
7,Cardiology,220,69,2311
12,Emergency,27,111,2796
3,Cardiology,83,119,1658
17,Cardiology,155,73,230
41,Emergency,205,67,2843
32,Cardiology,146,97,4699
8,Cardiology,68,60,3920
23,Cardiology,185,21,2331
38,Cardiology,146,55,925
30,Cardiology,196,117,2818
15,Emergency,222,41,1122
10,Emergency,176,92,2701
38,Cardiology,238,95,4326
15,Cardiology,47,13,796
30,Cardiology,102,42,1137
46,Pediatrics,131,57,913
26,Cardiology,173,17,3937
45,Pediatrics,48,94,758
14,Pediatrics,232,57,2527
3,Pediatrics,121,79,1183
36,Emergency,233,92,3074
26,Pediatrics,174,101,1283
14,Cardiology,219,53,2724
31,Cardiology,187,74,2832
14,Emergency,257,39,2097
40,Emergency,178,20,2111
10,Cardiology,212,17,1348
9,Emergency,186,112,3836
46,Emergency,245,15,2513
40,Pediatrics,270,91,4443
43,Pediatrics,299,6,111
42,Emergency,240,98,2110
18,Cardiology,42,23,3707
36,Pediatrics,208,108,836
36,Cardiology,291,49,609
12,Emergency,46,50,1368
40,Cardiology,229,51,4366
3,Cardiology,54,53,4916
18,Cardiology,217,83,3142
7,Cardiology,193,46,1158
31,Emergency,237,37,4400
1,Emergency,75,112,989
31,Pediatrics,171,45,3052
13,Pediatrics,57,73,3437
29,Pediatrics,217,90,3781
3,Pediatrics,28,95,2844
29,Cardiology,197,115,4945
35,Pediatrics,195,103,1608
15,Pediatrics,280,23,3437
21,Cardiology,103,43,3133
19,Emergency,158,11,1867
28,Pediatrics,261,43,1232
4,Emergency,174,102,1301
45,Pediatrics,240,38,348
13,Emergency,154,95,1995
15,Pediatrics,207,48,329
48,Emergency,197,73,2775
39,Emergency,86,72,1384
32,Pediatrics,88,67,2975
3,Emergency,96,75,420
30,Pediatrics,31,52,127
20,Pediatrics,265,7,2998
2,Cardiology,256,89,609
25,Pediatrics,271,38,740
11,Pediatrics,226,117,4736
1,Pediatrics,127,13,3350
48,Pediatrics,228,65,3847
49,Cardiology,132,24,2819
48,Cardiology,34,44,4003
10,Cardiology,102,16,1411
17,Cardiology,84,107,3436
30,Emergency,22,114,1590
35,Pediatrics,255,32,1518
19,Cardiology,148,52,1558
46,Pediatrics,266,101,3559
34,Cardiology,254,78,2667
32,Pediatrics,49,79,1437
12,Emergency,90,11,3792
43,Cardiology,167,86,4709
17,Emergency,112,87,3181
6,Emergency,236,18,446
13,Pediatrics,257,85,216
39,Cardiology,246,91,2558
22,Emergency,238,23,1520
11,Pediatrics,50,58,1954
7,Pediatrics,133,64,3182
45,Pediatrics,121,113,1731
45,Emergency,112,71,2099
21,Pediatrics,226,38,2245
1,Pediatrics,248,93,4477
30,Pediatrics,90,45,906
19,Emergency,155,35,1791
47,Pediatrics,36,43,2804
46,Emergency,234,82,3535
29,Pediatrics,263,105,310
35,Emergency,114,56,1790
20,Emergency,140,51,1877
36,Cardiology,25,24,3247
39,Cardiology,287,100,2599
1,Cardiology,106,101,786
23,Emergency,208,56,2770
31,Pediatrics,122,99,1029
35,Pediatrics,123,75,4213
47,Emergency,86,66,1414
45,Pediatrics,125,9,2933
22,Emergency,267,61,1873
46,Pediatrics,226,8,2345
7,Emergency,224,15,1285
33,Cardiology,102,23,2564
45,Cardiology,101,106,483
36,Pediatrics,56,88,4023
44,Pediatrics,232,31,1621
7,Pediatrics,152,33,1079
27,Pediatrics,134,22,4277
2,Cardiology,230,41,3710
17,Cardiology,151,65,3370
1,Emergency,173,51,2053
46,Pediatrics,201,93,1584
30,Cardiology,166,24,983
22,Emergency,241,74,2627
28,Emergency,146,104,4923
33,Emergency,222,53,223
26,Cardiology,137,19,625
35,Emergency,80,22,2186
11,Pediatrics,250,42,2255
7,Emergency,169,93,1476
28,Emergency,164,88,4506
25,Cardiology,130,26,3561
41,Emergency,186,119,4235
31,Cardiology,208,80,4976
3,Cardiology,68,109,680
33,Pediatrics,126,108,2093
34,Emergency,112,64,4625
21,Pediatrics,143,115,4035
37,Pediatrics,159,101,556
49,Emergency,30,97,2900
19,Emergency,190,70,1551
37,Cardiology,55,30,303
21,Emergency,149,68,2926
14,Cardiology,80,100,4313
10,Pediatrics,68,62,1952
7,Pediatrics,205,7,3565
29,Cardiology,240,34,4145
40,Emergency,25,23,2543
8,Emergency,194,14,2152
39,Cardiology,298,93,4703
13,Pediatrics,223,50,2292
46,Cardiology,115,23,2809
19,Emergency,154,62,1282
11,Emergency,52,111,2928
2,Cardiology,101,89,1058
49,Emergency,167,10,4174
6,Pediatrics,114,55,2158
29,Cardiology,189,18,168
41,Pediatrics,230,62,1737
5,Pediatrics,210,12,301
41,Cardiology,26,6,365
30,Cardiology,53,22,3225
39,Emergency,70,90,338
36,Emergency,139,61,390
27,Cardiology,157,98,3494
18,Cardiology,125,104,1908
49,Emergency,51,96,2189
36,Emergency,143,39,1054
16,Emergency,189,70,4828
5,Cardiology,31,60,2030
9,Cardiology,187,104,4180
34,Emergency,97,86,383
34,Pediatrics,53,47,906
36,Pediatrics,228,77,2006
31,Emergency,27,96,2776
20,Cardiology,244,76,3671
17,Cardiology,246,12,4771
20,Pediatrics,194,9,3859
28,Emergency,100,17,4169
21,Pediatrics,76,11,1718
19,Pediatrics,154,25,908
3,Emergency,257,97,3886
30,Pediatrics,236,41,1041
5,Cardiology,246,49,139
42,Pediatrics,45,56,1438
6,Emergency,206,52,4752
3,Cardiology,137,66,1421
49,Cardiology,216,82,1754
42,Pediatrics,135,105,3168
24,Cardiology,121,55,4838
44,Emergency,182,8,494
1,Pediatrics,197,90,891
36,Cardiology,299,60,3733
15,Emergency,231,79,2044
41,Pediatrics,73,38,843
38,Emergency,86,49,4472
44,Cardiology,51,20,293
18,Pediatrics,270,13,4374
23,Pediatrics,27,84,3997
47,Cardiology,234,107,317
29,Emergency,65,20,3682
41,Cardiology,99,99,4752
22,Pediatrics,54,35,3590
24,Pediatrics,208,17,2915
45,Cardiology,108,9,4003
48,Emergency,155,51,4023
13,Cardiology,53,43,1885
33,Emergency,132,22,4272
22,Emergency,191,24,4794
35,Pediatrics,62,6,3933
17,Emergency,32,44,1282
22,Pediatrics,193,34,623
5,Emergency,144,14,3396
25,Emergency,226,68,4579
6,Pediatrics,123,46,468
17,Emergency,149,79,4483
31,Cardiology,59,57,498
17,Emergency,42,97,2251
33,Pediatrics,271,57,3980
39,Pediatrics,221,44,226
48,Cardiology,174,20,2187
37,Emergency,74,52,3243
48,Cardiology,125,65,1870
4,Emergency,279,96,4153
43,Cardiology,219,85,346
14,Pediatrics,236,42,3418
13,Pediatrics,66,118,2181
27,Cardiology,136,117,2157
24,Emergency,231,48,3089
27,Emergency,174,19,3697
8,Pediatrics,282,99,439
47,Emergency,170,65,2828
39,Cardiology,231,11,1691
21,Cardiology,211,114,3261
41,Emergency,262,34,1408
11,Pediatrics,117,40,4729
31,Pediatrics,48,117,3438
27,Pediatrics,208,94,2798
42,Pediatrics,191,15,3223
46,Pediatrics,216,74,2397
48,Cardiology,174,110,2153
27,Emergency,159,33,1609
8,Cardiology,275,96,3907
33,Pediatrics,183,83,112
12,Pediatrics,153,97,4134
35,Emergency,285,10,1680
34,Emergency,48,116,3533
16,Emergency,158,80,4733
36,Cardiology,104,55,2151
2,Emergency,268,84,3976
12,Cardiology,252,114,4917
27,Pediatrics,80,42,1923
17,Cardiology,292,77,3530
20,Emergency,238,26,2840
21,Cardiology,268,101,1888
30,Cardiology,91,94,2052
42,Cardiology,217,58,2804
20,Emergency,99,44,1051
8,Cardiology,156,11,4823
18,Emergency,232,114,3520
18,Cardiology,126,100,3127
18,Cardiology,226,44,3201
2,Cardiology,171,111,4060
12,Emergency,152,28,3688
32,Emergency,185,45,3945
42,Emergency,199,55,1247
8,Pediatrics,140,43,3617
10,Emergency,193,106,3158
11,Cardiology,87,118,1517
14,Pediatrics,206,105,4009
26,Emergency,157,87,4845
47,Emergency,257,47,3789
30,Pediatrics,37,73,2872
42,Pediatrics,95,98,2928
4,Emergency,170,63,2269
39,Pediatrics,127,29,2349
11,Cardiology,172,98,3958
24,Cardiology,56,29,1725
22,Cardiology,165,77,2849
3,Emergency,145,95,2705
37,Cardiology,127,28,1947
2,Pediatrics,259,66,678
12,Cardiology,121,108,1236
21,Pediatrics,239,47,3510
5,Cardiology,26,63,3233
7,Pediatrics,235,58,2374
4,Cardiology,188,106,2321
43,Cardiology,93,83,1257
41,Cardiology,46,106,3958
36,Pediatrics,296,30,1749
22,Pediatrics,62,58,4764
29,Cardiology,112,65,4472
9,Pediatrics,90,98,1686
26,Pediatrics,288,79,2058
12,Emergency,128,97,2423
48,Cardiology,200,83,333
1,Pediatrics,234,48,1365
8,Pediatrics,133,13,131
33,Pediatrics,204,46,3538
4,Pediatrics,144,33,1471
14,Emergency,124,83,859
29,Pediatrics,256,85,3303
14,Pediatrics,160,84,1894
9,Emergency,177,62,4988
9,Cardiology,293,90,861
26,Cardiology,136,108,4460
49,Emergency,81,67,4180
47,Cardiology,43,53,381
42,Cardiology,79,111,4171
17,Emergency,284,15,4003
41,Pediatrics,199,106,4725
4,Emergency,251,93,4155
46,Emergency,162,58,915
3,Emergency,264,34,4659
29,Emergency,100,70,1570
25,Emergency,145,69,3387
21,Pediatrics,156,106,4359
12,Cardiology,75,62,2685
1,Emergency,232,61,610
1,Pediatrics,113,41,654
45,Emergency,147,58,3805
46,Pediatrics,236,77,1406
48,Cardiology,218,73,3242
7,Pediatrics,39,118,358
10,Pediatrics,74,28,1324
15,Cardiology,265,67,1765
40,Cardiology,270,95,1503
11,Pediatrics,79,98,1965
46,Emergency,182,55,865
45,Emergency,221,19,164
23,Cardiology,246,51,3549
13,Emergency,148,77,2805
27,Cardiology,64,50,295
41,Pediatrics,216,105,1483
17,Pediatrics,185,34,2535
13,Emergency,266,117,4260
12,Cardiology,245,83,1550
29,Emergency,299,24,322
21,Emergency,279,61,541
20,Pediatrics,216,53,1537
20,Emergency,126,60,3287
31,Pediatrics,288,60,2467
8,Cardiology,251,29,4965
24,Emergency,120,13,982
11,Pediatrics,179,113,550
39,Emergency,114,26,842
33,Cardiology,226,81,1644
42,Emergency,254,41,3450
15,Emergency,173,32,2929
4,Pediatrics,119,18,2713
1,Cardiology,257,34,2015
32,Cardiology,126,43,1348
11,Cardiology,149,61,627
30,Emergency,62,9,4919
37,Pediatrics,82,16,340
19,Emergency,92,39,2242
36,Emergency,205,45,464
34,Emergency,136,67,1308
7,Cardiology,24,46,4220
45,Pediatrics,95,69,2465
20,Cardiology,102,114,3061
12,Emergency,79,69,4757
32,Emergency,126,110,4876
2,Pediatrics,136,47,2247
22,Cardiology,101,64,2517
41,Emergency,160,24,1716
48,Emergency,241,102,1135
40,Pediatrics,89,102,819
24,Emergency,31,67,4782
31,Cardiology,124,28,1073
4,Cardiology,226,96,1946
24,Emergency,84,79,1471
43,Emergency,82,76,1566
17,Emergency,197,39,790
40,Pediatrics,27,45,187
19,Pediatrics,178,20,2612
40,Cardiology,30,84,3948
38,Cardiology,292,110,593
34,Emergency,114,10,1345
47,Emergency,174,24,1241
33,Emergency,225,60,4331
6,Pediatrics,134,79,1077
36,Pediatrics,106,12,2334
13,Emergency,216,88,641
47,Emergency,117,100,1502
9,Cardiology,38,101,910
35,Pediatrics,35,10,4607
34,Emergency,64,96,3592
16,Pediatrics,174,12,4412
18,Emergency,250,66,1233
18,Emergency,176,18,4480
38,Cardiology,132,7,4965
43,Cardiology,63,6,668
32,Cardiology,129,26,3100
7,Emergency,130,101,1421
23,Cardiology,242,111,2844
23,Emergency,284,89,4725
46,Pediatrics,290,74,3678
18,Pediatrics,231,108,1867
7,Emergency,277,75,2174
42,Cardiology,266,10,2143
40,Cardiology,74,54,1241
24,Pediatrics,91,48,1177
14,Emergency,232,12,4699
5,Emergency,190,28,251
46,Emergency,265,31,4932
22,Pediatrics,160,57,578
22,Pediatrics,123,55,3333
10,Cardiology,124,32,1785
26,Emergency,259,63,3591
15,Emergency,299,73,1471
38,Emergency,41,87,4000
41,Emergency,97,77,2701
42,Pediatrics,214,29,3523
49,Cardiology,40,48,1796
1,Pediatrics,179,51,3757
14,Cardiology,251,113,4076
36,Emergency,63,17,1498
31,Emergency,199,57,4080
28,Emergency,120,57,1501
34,Emergency,134,41,1808
35,Emergency,232,67,1512
39,Pediatrics,37,70,3330
23,Cardiology,46,119,2602
46,Pediatrics,168,44,4822
44,Emergency,156,82,1364
19,Cardiology,208,65,2359
18,Cardiology,209,99,462
15,Emergency,218,10,2745
1,Cardiology,121,29,1632
25,Pediatrics,110,107,4852
26,Pediatrics,243,50,1483
35,Pediatrics,24,35,766
15,Pediatrics,34,106,2912
4,Cardiology,24,84,2575
15,Pediatrics,249,67,3200
42,Cardiology,133,95,3501
38,Emergency,23,98,3205
45,Pediatrics,203,72,2651
39,Emergency,232,43,3999
1,Pediatrics,266,84,2251
22,Emergency,53,40,487
11,Emergency,215,11,3261
46,Emergency,146,89,2480
38,Emergency,161,70,476
37,Emergency,155,59,4435
26,Cardiology,147,76,4377
27,Cardiology,193,46,1380
13,Pediatrics,237,31,843
7,Cardiology,133,6,3586
8,Emergency,31,74,1168
46,Cardiology,263,8,1108
23,Cardiology,71,25,4793
26,Emergency,205,5,4396
44,Cardiology,252,42,442
27,Emergency,21,64,3383
9,Cardiology,20,80,730
46,Emergency,258,95,397
38,Pediatrics,74,18,797
47,Cardiology,239,83,1605
13,Pediatrics,123,92,2860
7,Emergency,296,86,2925
11,Emergency,29,21,478
10,Pediatrics,123,77,2895
33,Emergency,217,51,805
39,Emergency,33,86,2514
3,Emergency,187,60,870
41,Emergency,49,57,4101
29,Emergency,33,22,1194
37,Emergency,257,73,3564
45,Emergency,81,52,3694
16,Emergency,129,13,4544
16,Pediatrics,179,58,1331
44,Cardiology,74,39,1546
43,Emergency,268,112,4288
49,Pediatrics,275,50,2502
7,Emergency,41,5,1926
15,Cardiology,122,45,3947
38,Emergency,283,77,1192
6,Pediatrics,255,36,4777
18,Pediatrics,252,88,1820
19,Cardiology,187,81,982
2,Emergency,252,44,223
3,Pediatrics,24,15,3590
46,Cardiology,64,66,3694
25,Cardiology,65,50,702
36,Emergency,183,52,3931
49,Pediatrics,188,47,404
28,Emergency,183,55,3328
38,Emergency,275,65,3259
28,Emergency,85,46,1351
32,Pediatrics,279,30,1036
41,Cardiology,107,108,3817
36,Emergency,259,15,2413
39,Emergency,78,29,2231
36,Pediatrics,189,44,3383
43,Emergency,277,29,3389
23,Cardiology,65,88,4944
2,Emergency,21,110,2298
10,Cardiology,148,117,785
6,Emergency,288,79,4335
8,Emergency,297,112,154
15,Emergency,36,78,3312
45,Cardiology,206,56,4269
29,Emergency,135,117,3306
28,Emergency,278,7,3055
22,Emergency,268,43,2044
34,Cardiology,217,95,741
20,Emergency,246,39,4939
33,Pediatrics,196,117,161
15,Cardiology,262,44,1323
7,Pediatrics,54,99,2637
24,Emergency,154,89,592
26,Cardiology,29,26,1239
10,Cardiology,202,66,1355
15,Emergency,221,23,2595
37,Pediatrics,38,18,3385
24,Cardiology,42,105,2355
11,Cardiology,114,119,1101
40,Cardiology,83,113,1225
21,Cardiology,239,54,3981
40,Cardiology,115,66,4205
38,Emergency,284,91,3644
15,Cardiology,176,94,1246
15,Pediatrics,226,47,886
37,Cardiology,293,59,2151
45,Emergency,265,112,358
14,Emergency,218,44,3949
43,Pediatrics,102,16,4716
21,Cardiology,152,69,815
44,Pediatrics,124,118,1743
20,Pediatrics,256,38,223
33,Pediatrics,88,112,1873
3,Pediatrics,203,87,1021
40,Cardiology,137,27,2277
23,Emergency,199,75,1603
44,Emergency,290,11,1952
47,Cardiology,109,69,2224
23,Pediatrics,107,22,3354
27,Cardiology,102,12,2513
35,Pediatrics,39,93,4487
25,Pediatrics,126,46,256
32,Cardiology,291,97,1223
22,Cardiology,117,91,1017
8,Pediatrics,251,97,1802
38,Pediatrics,76,5,1765
18,Pediatrics,168,83,4333
28,Pediatrics,254,19,2211
28,Cardiology,156,32,3814
11,Emergency,286,40,2654
12,Emergency,248,110,3124
2,Pediatrics,221,108,4135
37,Emergency,251,100,2936
4,Emergency,38,50,2497
41,Emergency,35,81,2294
45,Emergency,75,25,1655
45,Emergency,133,53,3725
47,Emergency,87,43,3009
34,Pediatrics,97,42,4602
